,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
1628,Calif Baptist University,EGR  102,Intro Engineering Design,Undergraduate,C,FREE  1XXX,Free Elective,4.0
1629,Calif Baptist University,EGR  103,Engineering Service I,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1630,Calif Baptist University,EGR  121,Intro Computer Programming C++,Undergraduate,C,CS  1301,Intro to Computing,3.0
1631,Calif Baptist University,EGR  122,Visualization Languages,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1632,Calif Baptist University,EGR  192,Engineering Seminar,Undergraduate,C,FREE  1XXX,Free Elective,1.0
1633,Calif Baptist University,EGR  382,Appl Diff Equats/Lin Alg Engrs,Undergraduate,C,MATH  2X52,Transfer Differential Equation,3.0
1634,Calif Baptist University,ENG  123,Intermediate Composition,Undergraduate,C,ENGL  1102,English Composition II,3.0
1635,Calif Baptist University,GST  100,FOCUS,Undergraduate,C,FREE  1XXX,Free Elective,1.0
1636,Calif Baptist University,MAT  255,Analytical Geom & Calculus II,Undergraduate,C,MATH  1552,Integral Calculus,4.0
1637,Calif Baptist University,MAT  343,Multivariable Calculus,Undergraduate,C,MATH  2551,Multivariable Calculus,4.0
1638,Calif Institute Tech,ACM  011,Intro to Matlab & Mathematica,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1639,Calif Institute Tech,ACM  095A,Intro Methods of Applied Math,Undergraduate,C,MATH  4320,Complex Analysis,3.0
1640,Calif Lutheran University,BIEN  210,Transfer Course,Undergraduate,C,FREE  2XXX,Free Elective,4.0
1641,Calif Lutheran University,BIEN  220,Transfer Course,Undergraduate,C,BMED  2XXX,Bioengineering Elective,4.0
1642,Calif Lutheran University,BIOL  121,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology (Non Lab) Elective,3.0
1643,Calif Lutheran University,CHEM  151,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
1644,Calif Lutheran University,CHEM  151L,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
1645,Calif Lutheran University,ENGL  111,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
1646,Calif Lutheran University,ENGL  301,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
1647,Calif St Polytechnic U Pomona,ARO  1011L,Intro Aeronautics/Air Propulsn,Undergraduate,C,FREE  1XXX,Free Elective,1.0
1648,Calif St Polytechnic U Pomona,ARO  101L,Introduction to Aeronautics,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1649,Calif St Polytechnic U Pomona,ARO  103L,Introduction to Aeronautics,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1650,Calif St Polytechnic U Pomona,BIO  110,Introduction to Biology,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1651,Calif St Polytechnic U Pomona,BIO  1110,Life Science,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1652,Calif St Polytechnic U Pomona,BIO  1110L,Life Science Laboratory,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1653,Calif St Polytechnic U Pomona,CHM  1210,General Chemistry I,Undergraduate,C,ET  LAB,Credit Awarded w/CHM 1210L,0.0
1654,Calif St Polytechnic U Pomona,CHM  1210L,General Chemistry Lab I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
1655,Calif St Polytechnic U Pomona,CHM  151L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1656,Calif St Polytechnic U Pomona,CIS  101,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1657,Calif St Polytechnic U Pomona,CIS  1010,Intro to Personal Computing,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1658,Calif St Polytechnic U Pomona,COM  100,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,2.0
1659,Calif St Polytechnic U Pomona,COM  1100,Public Speaking,Undergraduate,C,FREE  1XXX,Free Elective,3.0
1660,Calif St Polytechnic U Pomona,CS  356,Object Oriented Design & Prog,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1661,Calif St Polytechnic U Pomona,EC  201,Principles of Economics,Undergraduate,C,SS  2XXX,Social Science Elective,2.0
1662,Calif St Polytechnic U Pomona,EC  202,Principles of Economics,Undergraduate,C,SS  2XXX,Social Science Elective,2.0
1663,Calif St Polytechnic U Pomona,EC  2201,Principles of Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
1664,Calif St Polytechnic U Pomona,EC  2202,Principles of Macroeconomics,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
1665,Calif St Polytechnic U Pomona,ENG  213,Ethnic Literatures of the U.S.,Undergraduate,C,HUM  2XXX,Humanities Elective,2.0
1666,Calif St Polytechnic U Pomona,ENG  2130,Practicum in Tutoring English,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
1667,Calif St Polytechnic U Pomona,ENGL  134,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,2.0
1668,Calif St Polytechnic U Pomona,ENGL  145,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,2.0
1669,Calif St Polytechnic U Pomona,ETM  2101,Applied Statics,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1670,Calif St Polytechnic U Pomona,FRL  201,Leg Envirnment Bus Transactns,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1671,Calif St Polytechnic U Pomona,HST  101,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,2.0
1672,Calif St Polytechnic U Pomona,HST  1101,World Civilizations to 1500,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
1673,Calif St Polytechnic U Pomona,KIN  1550A,Stretching,Undergraduate,C,APPH  1XXX,Applied Physiology elective,1.0
1674,Calif St Polytechnic U Pomona,MAT  1150,Calculus II,Undergraduate,C,MATH  1552,Integral Calculus,4.0
1675,Calif St Polytechnic U Pomona,MAT  318,Math Analysis of Engr Problems,Undergraduate,C,MATH  2XXX,Mathematics Elective,2.0
1676,Calif St Polytechnic U Pomona,MAT  3180,Math Analysis of Engr Problems,Undergraduate,C,MATH  2XXX,Mathematics Elective,2.0
1677,Calif St Polytechnic U Pomona,MAT  4310,Differential Equations,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1678,Calif St Polytechnic U Pomona,ME  214,Vector Statics,Undergraduate,C,COE  2001,Statics,2.0
1679,Calif St Polytechnic U Pomona,ME  2141,Vector Statics/Strength Matels,Undergraduate,C,COE  2001,Statics,2.0
1680,Calif St Polytechnic U Pomona,MTE  207,Materials Science& Engineering,Undergraduate,C,FREE  1XXX,Free Elective,2.0
1681,Calif St Polytechnic U Pomona,MTE  2070,Materials Science& Engineering,Undergraduate,C,FREE  1XXX,Free Elective,2.0
1682,Calif St Polytechnic U Pomona,MU  100,Introduction to Music,Undergraduate,C,HUM  1XXX,Humanities Elective,2.0
1683,Calif St Polytechnic U Pomona,MU  1000,Introduction to Music,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
1684,Calif St Polytechnic U Pomona,PHY  1520,Intro to Electmgntm & Circuits,Undergraduate,C,ET  LAB,Credit Awarded w/PHY 1520L,0.0
1685,Calif St Polytechnic U Pomona,PHY  1520L,Intro Lab Electmgnt & Circuits,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
1686,Calif St Univ Bakersfield,MATH  201,Calculus I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1687,Calif St Univ Bakersfield,MATH  202,Calculus II,Undergraduate,C,MATH  1X52,Transfer Integral Calculus,3.0
1688,Calif St Univ Bakersfield,MATH  203,Calculus III,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1689,Calif St Univ Channel Islands,CHEM  122,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
1690,Calif St Univ Channel Islands,CHEM  124,Transfer Course,Undergraduate,C,CHEM  3481,Need CHEM 372,0.0
1691,Calif St Univ Channel Islands,CHEM  250,Transfer Course,Undergraduate,C,CHEM  1313,Need CHEM 251,0.0
1692,Calif St Univ Channel Islands,CHEM  251,Transfer Course,Undergraduate,C,CHEM  1313,Need CHEM 250,0.0
1693,Calif St Univ Channel Islands,CHEM  305,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,1.0
1694,Calif St Univ Channel Islands,CHEM  311,Transfer Course,Undergraduate,C,CHEM  2311,Organic Chemistry I,3.0
1695,Calif St Univ Channel Islands,CHEM  312,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/ CHEM 315,0.0
1696,Calif St Univ Channel Islands,CHEM  314,Transfer Course,Undergraduate,C,CHEM  2312,Organic Chemistry II,3.0
1697,Calif St Univ Channel Islands,CHEM  315,Transfer Course,Undergraduate,C,ET  LAB,Awarded W/CHEM312=CHEM 2380(2),0.0
1698,Calif St Univ Channel Islands,CHEM  371,Transfer Course,Undergraduate,C,CHEM  3411,Physical Chemistry I,3.0
1699,Calif St Univ Channel Islands,CHEM  372,Transfer Course,Undergraduate,C,CHEM  3481,Need CHEM 124,0.0
1700,Calif St Univ Channel Islands,CHEM  373,Transfer Course,Undergraduate,C,CHEM  3412,Physical Chemistry II,3.0
1701,Calif St Univ Channel Islands,ENGL  105,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
1702,Calif St Univ Channel Islands,ENGL  106,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
1703,Calif St Univ Channel Islands,ENGL  120,Transfer Course,Undergraduate,C,LCC  2208,American Culture,3.0
1704,Calif St Univ Channel Islands,MATH  151,Transfer Course,Undergraduate,C,MATH  1552,Integral Calculus,4.0
1705,Calif St Univ Channel Islands,MATH  202,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1706,Calif St Univ Channel Islands,PHYS  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1707,Calif St Univ Channel Islands,PHYS  101,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1708,Calif St Univ Chico,CHEM  111,General Chemistry,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
1709,Calif St Univ Chico,CHEM  112,General Chemistry,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
1710,Calif St Univ Chico,CSCI  15A,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1711,Calif St Univ Chico,CSCI  211,Programming & Algorithms II,Undergraduate,C,CS  1301,Intro to Computing,3.0
1712,Calif St Univ Chico,CSCI  311,Algorithms & Data Structures,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1713,Calif St Univ Chico,ENGL  030E,Writing Workshop - ESL,Undergraduate,C,ET  DEPT,Dept Reviews Each Section,0.0
1714,Calif St Univ Chico,ENGL  130EI,Academic Writing - ESL,Undergraduate,C,ET  DEPT,Dept Reviews Each Section,0.0
1715,Calif St Univ Chico,ENGL  350I,Sci/Tech/Lit of Culturl Change,Undergraduate,C,ENGL  1102,English Composition II,3.0
1716,Calif St Univ Chico,GEOS  103,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1717,Calif St Univ Chico,GEOS  5,Transfer Course,Undergraduate,C,PHYS  2021,Solar System,3.0
1718,Calif St Univ Chico,MATH  120,Analytic Geometry and Calculus,Undergraduate,C,MATH  1551,Differential Calculus,2.0
1719,Calif St Univ Dominguez Hills,BIO  120,Principles of Biology I,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
1720,Calif St Univ Dominguez Hills,BIO  121L,Principles of Biology I Lab,Undergraduate,C,ET  DEPT,Dept Reviews Each Section,0.0
1721,Calif St Univ Dominguez Hills,BIO  122,Principles of Biology II,Undergraduate,C,ET  LAB,Credit Awarded w/BIO 123L,0.0
1722,Calif St Univ Dominguez Hills,BIO  123,Principles of Biology II Lab,Undergraduate,C,BIOL  1520,Intro to Organismal Biol,4.0
1723,Calif St Univ Dominguez Hills,CHE  108,Intro to College Chemistry,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1724,Calif St Univ Dominguez Hills,CHE  110,General Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
1725,Calif St Univ Dominguez Hills,CHE  112,General Chemistry II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
1726,Calif St Univ Dominguez Hills,CSC  121,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1727,Calif St Univ Dominguez Hills,ECO  210,Econ Theory IA Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
1728,Calif St Univ Dominguez Hills,ECO  211,Econ Theory IB Macroeconomics,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
1729,Calif St Univ Dominguez Hills,ENG  088,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1730,Calif St Univ Dominguez Hills,HIS  121,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Electives,3.0
1731,Calif St Univ Dominguez Hills,MAT  105,Finite Math: Applied Approach,Undergraduate,C,MATH  17X1,Transfer Finite Math,3.0
1732,Calif St Univ Dominguez Hills,MAT  131,Transfer Course,Undergraduate,C,MGT  2250,Management Statistics,3.0
1733,Calif St Univ Dominguez Hills,MAT  191,Transfer Course,Undergraduate,C,MATH  1551,Differential Calculus,2.0
1734,Calif St Univ East Bay,ENGL  1001,College Writing I,Undergraduate,C,HUM  1XXX,Humanities Elective,2.0
1735,Calif St Univ East Bay,ENGL  1002,College Writing II,Undergraduate,C,ENGL  1101,3 Hours Awarded w/ENGL 1001,0.0
1736,Calif St Univ East Bay,ENGR  1420,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1737,Calif St Univ East Bay,MATH  1305,Calculus II,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
1738,Calif St Univ East Bay,MATH  2101,Elements of Linear Algebra,Undergraduate,C,MATH  1553,Intro to Linear Algebra,2.0
1739,Calif St Univ East Bay,MATH  2304,Calculus III,Undergraduate,C,MATH  2550,Intro Multivariable Calc,2.0
1740,Calif St Univ East Bay,MATH  4361,Transfer Course,Undergraduate,C,MATH  3XXX,Mathematics Elective,3.0
1741,Calif St Univ East Bay,MUS  1006,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1742,Calif St Univ East Bay,PHYS  1003,Gen Phys: Electromagnetism,Undergraduate,C,PHYS  2213,Intro to Modern Physics,3.0
1743,Calif St Univ Fresno,BIOL  1A,Introductory Biology,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
1744,Calif St Univ Fresno,CHEM  001A,Transfer Course,Undergraduate, ,CHEM  1XXX,Chemistry Elective,4.0
1745,Calif St Univ Fresno,DRAMA  62,Theatre Today,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
1746,Calif St Univ Fresno,ECON  40,Principles of Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
1747,Calif St Univ Fresno,ECON  50,Principles of Macroeconomics,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
1748,Calif St Univ Long Beach,ART  110,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
1749,Calif St Univ Long Beach,ART  227,History of Animation,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
1750,Calif St Univ Long Beach,BIOL  200,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
1751,Calif St Univ Long Beach,CE  205,Analytical Mechanics I Statics,Undergraduate,C,COE  2001,Statics,2.0
1752,Calif St Univ Monterey Bay,CART  220,Horror in Film,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1753,Calif St Univ Monterey Bay,FYS  125,Human Biology and Behavior,Undergraduate,C,FREE  1XXX,Free Elective,4.0
1754,Calif St Univ Monterey Bay,HCOM  225,"Literature, Film & Culture",Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1755,Calif St Univ Monterey Bay,ITAL  101,Beginning Italian I,Undergraduate,C,FREE  1XXX,Free Elective,4.0
1756,Calif St Univ Monterey Bay,JPAN  215,Cool Japan Today,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1757,Calif St Univ Monterey Bay,KIN  114,Walking,Undergraduate,C,APPH  1XXX,Applied Physiology elective,1.0
1758,Calif St Univ Monterey Bay,MPA  330,Voice Training,Undergraduate,C,HUM  2XXX,Humanities Elective,2.0
1759,Calif St Univ Monterey Bay,PSY  100,Introduction to Psychology,Undergraduate,C,PSYC  1101,General Psychology,3.0
1760,Calif St Univ Northridge,BIOL  101,General Biology,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
1761,Calif St Univ Northridge,BIOL  101L,General Biology Lab,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
1762,Calif St Univ Northridge,BIOL  285,Biology of Cancer,Undergraduate,C,BIOL  2XXX,Biology Elective,2.0
1763,Calif St Univ Northridge,CHEM  101,Gen Chemistry I,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
1764,Calif St Univ Northridge,CHEM  101L,Gen Chemistry I Lab,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
1765,Calif St Univ Sacramento,BIO  10,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1766,Calif St Univ Sacramento,CHEM  001A,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
1767,Calif St Univ Sacramento,CHEM  001B,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
1768,Calif St Univ Sacramento,CSC  025,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1769,Calif St Univ Sacramento,EDTE  103A,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1770,Calif St Univ Sacramento,EDTE  103B,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1771,Calif St Univ Sacramento,ENGL  002,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1772,Calif St Univ Sacramento,ENGL  020,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1773,Calif St Univ Sacramento,HIST  17A,United States Hist 1607-1877,Undergraduate,C,HIST  2111,United States to 1877,3.0
1774,Calif St Univ Sacramento,HIST  17B,United States Hist 1877-Pres,Undergraduate,C,HIST  2112,United States since 1877,3.0
1775,Calif St Univ Sacramento,LS  086,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1776,Calif St Univ Sacramento,LS  15,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1777,Calif St Univ Sacramento,LS  5,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1778,Calif St Univ Sacramento,LS  7A,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1779,Calif St Univ Sacramento,LS  7B,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1780,Calif St Univ Sacramento,LS  87,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1781,Calif St Univ Sacramento,MATH  30,Calculus I,Undergraduate,C,MATH  1551,Differential Calculus,2.0
1782,Calif St Univ San Bernardino,BIO  100,Topics in Biology,Undergraduate,C,BIOL  1XXX,Biology Elective (Non Lab Sci),3.0
1783,Calif St Univ San Bernardino,BIO  200,Biology of the Cell,Undergraduate,C,BIOL  1XXX,Biology Elective (Non Lab Sci),3.0
1784,Calif St Univ San Marcos,GEW  101,Prin of Written Communication,Undergraduate,C,ENGL  1101,English Composition I,3.0
1785,Calif St Univ San Marcos,LTWR  115,Critical Thinking Read & Writg,Undergraduate,C,ENGL  1102,English Composition II,3.0
1786,Calif St Univ San Marcos,MATH  260,Calculus w/Applications III,Undergraduate,C,MATH  2551,Multivariable Calculus,4.0
1787,Calif St Univ San Marcos,MATH  262,Intro to Differential Equation,Undergraduate,C,MATH  2X52,Transfer Differential Equation,3.0
1788,Calif St Univ Stanislaus,ANTH  2060,Transfer Course,Undergraduate,C,SS  2XXX,Social Science Elective,3.0
1789,Calif St Univ Stanislaus,ART  2520,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
1790,Calif St Univ Stanislaus,BIOL  3000,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1791,Calif St Univ Stanislaus,CIS  3780,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1792,Calif St Univ Stanislaus,DRAM  4550,Transfer Course,Undergraduate,C,HUM  4XXX,Humanities Elective,3.0
1793,Calif St Univ Stanislaus,ECON  4050,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1794,Calif St Univ Stanislaus,ENGL  3007,Transfer Course,Undergraduate,C,LCC  3401,Technical Comm Practices,2.0
1795,California State U Los Angeles,ART  287,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1796,California State U Los Angeles,ART  307,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
1797,California State U Los Angeles,BIOL  155,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
1798,California State U Los Angeles,CHEM  101,General Chemistry I,Undergraduate,C,CHEM  1XXX,2 Hrs Awarded w/CHEM 102,0.0
1799,California State U Los Angeles,CHEM  102,General Chemistry II,Undergraduate,C,CHEM  1211K,4 Hrs Awarded w/CHEM 101,4.0
1800,California State U Los Angeles,CHEM  158,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1801,California State U Los Angeles,CHEM  159,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1802,California State U Los Angeles,CS  2011,Introduction to Programming I,Undergraduate,C,CS  1301,Intro to Computing,3.0
1803,California State U Los Angeles,CS  2012,Introduction to Programming II,Undergraduate,C,ET  DEPT,Dept Reviews Each Section,0.0
1804,California State U Los Angeles,ENGL  101,Composition I,Undergraduate,C,HUM  1XXX,1 Hr Awarded w/ENGL 102,0.0
1805,California State U Los Angeles,ENGL  102,Composition II,Undergraduate,C,ENGL  1101,3 Hrs Awarded w/ENGL 101,0.0
1806,California State U Los Angeles,ENGR  241,Analytic Mechanics - Dynamics,Undergraduate,C,CEE  2040,Dynamics,2.0
1807,Canada College,ACTG  121,Financial Accounting,Undergraduate,C,ACCT  2101,Accounting I,3.0
1808,Cerritos College,BIOL  120,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
1809,Cerritos College,CHEM  110,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
1810,Cerritos College,CHEM  111,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
1811,Cerritos College,CHEM  112,Transfer Course,Undergraduate,C,ET  DEPT,Credit Awarded w/CHEM 111,0.0
1812,Cerritos College,CHEM  211,Transfer Course,Undergraduate,C,CHEM  2311,Organic Chemistry I,3.0
1813,Cerritos College,CHEM  212,Transfer Course,Undergraduate,C,CHEM  2312,Organic Chemistry II,3.0
1814,Cerritos College,ENGL  100,Freshman Composition,Undergraduate,C,ENGL  1102,English Composition II,3.0
1815,Cerritos College,ENGL  103,Critical/Argumentative Writing,Undergraduate,C,ENGL  1102,English Composition II,3.0
1816,Cerritos College,ENGL  240,Transfer Course,Undergraduate,C,LCC  3224,Gender Study,3.0
1817,Cerritos College,ENGL  248A,Transfer Course,Undergraduate,C,LCC  3502,Medieval Lit & Culture,3.0
1818,Cerritos College,ENGL  52,Intro to College Composition,Undergraduate,C,ENGL  1101,English Composition I,3.0
1819,Cerritos College,HIST  201,Transfer Course,Undergraduate,C,HIST  2111,United States to 1877,3.0
1820,Cerritos College,MATH  170,Analytic Geom & Calculus I,Undergraduate,C,MATH  1551,Differential Calculus,2.0
1821,Cerro Coso Cmty College,ENGL  C101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
1822,Chabot College,ANTH  1,Biol/Physical Anthropology,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
1823,Chabot College,ASTR  10,Intro Astronomy: Solar System,Undergraduate,C,PHYS  2021,Solar System,3.0
1824,Chabot College,ASTR  20,Intro Astronomy: Stars & Univs,Undergraduate,C,ET  LAB,Credit Awarded w/ASTR 30,0.0
1825,Chabot College,ASTR  30,Intro to Astronomy Lab,Undergraduate,C,PHYS  2022,"Stars, Galaxy & Universe",3.0
1826,Chaffey College,BIOL  1,General Biology,Undergraduate,C,BIOS  1107,Biological Principles,3.0
1827,Chapman University,BIOL  205,Evo/Div Multi Org Gen Bio II,Undergraduate,C,BIOS  1108,Organismal Biology,3.0
1828,Citrus College,ACCT  101,Transfer Course,Undergraduate,C,ACCT  2101,Accounting I,3.0
1829,Citrus College,ART  100,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
1830,Citrus College,ART  102,Hist/Medieval,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
1831,Citrus College,BIOL  104,Biololgy: Contemporary Topics,Undergraduate,C,BIOL  1XXX,Biology Elective,3.0
1832,Citrus College,BUS  160,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1833,Citrus College,BUS  170,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
1834,Citrus College,CHEM  111,General Chemistry,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
1835,City College San Francisco,ANTH  4,Intro/Liguistic Anthropology,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
1836,City College San Francisco,ARCH  32,Bay Region Architectural Hist,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
1837,City College San Francisco,ARCH  34,History of Modern Architecture,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
1838,City College San Francisco,ASIA  11,East Asian Calligraphy: Intro,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
1839,City College San Francisco,ASTR  4,Life in the Universe,Undergraduate,C,EAS  1XXX,Earth&Atmos Sci Elective,3.0
1840,City College San Francisco,BIO  11,Sci of Living Organisms,Undergraduate,C,BIOL  1220,Biology of Sex & Death,4.0
1841,City College San Francisco,CNIT  123,Ethical Backing/Network Defens,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1842,City College San Francisco,CNIT  201E,Network Fundamentals,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1843,City College San Francisco,CNIT  202E,Routing Protocols & Concepts,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
1844,City College San Francisco,CS  110A,Intro to Programming: C++,Undergraduate,C,CS  1301,Intro to Computing,3.0
1845,City College San Francisco,CS  110B,Programming Fundamentals I C++,Undergraduate,C,CS  1301,Intro to Computing,3.0
1846,Claremont Mckenna College,CHEM  014,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
1847,Claremont Mckenna College,CSCI  051,Intro to Computer Science,Undergraduate,C,CS  1301,Intro to Computing,3.0
1848,Clovis Community College CA,ACCTG  4A,Financial Accounting,Undergraduate,C,ACCT  2101,Accounting I,3.0
1849,Coastline Cmty College,ASTR  100,Transfer Course,Undergraduate,C,PHYS  2021,Solar System,3.0
